ID,Area,City,Restaurant Price,Avg Rating,Total Rating,Food Item,Food Type,Delivery Time,Review
6947,Business District,Pune,700,4.0,8191,Croissant,Non-Vegetarian,20-30 min,Amazing taste and quick delivery.
6948,Tech Park,Mumbai,1000,4.0,8358,Grilled Cheese,Fast Food,20-30 min,Perfectly cooked and well-seasoned.
6949,Downtown,Bangalore,500,3.5,351,Avocado Toast,Fast Food,20-30 min,Standard quality.
6950,Suburb,Pune,300,4.7,1503,Cold Coffee,Fast Food,20-30 min,Absolutely loved it!
6951,Residential Area,Pune,400,4.0,7418,French Fries,Gluten-Free,50-60 min,Average taste.
6952,Downtown,Kolkata,700,3.0,6586,Paneer Butter Masala,Healthy,50-60 min,A decent meal.
6953,City Center,Pune,700,4.5,1445,Pasta Alfredo,Fast Food,20-30 min,Late delivery ruined it.
6954,Business District,Ahmedabad,200,4.2,748,Paneer Butter Masala,Fast Food,20-30 min,"Good, but nothing extraordinary."
6955,Business District,Chennai,700,4.7,9124,Falafel Wrap,Vegetarian,50-60 min,Disappointed.
6956,Old Town,Ahmedabad,100,4.0,5734,Dal Makhani,Fast Food,40-50 min,Mediocre experience.
6957,Business District,Mumbai,400,4.7,4320,Cheeseburger,Vegan,40-50 min,Too spicy and oily.
6958,City Center,Ahmedabad,600,4.0,9701,Choco Lava Cake,Vegetarian,40-50 min,Best meal I've had in a while!
6959,Suburb,Delhi,1000,4.5,6508,Greek Salad,Non-Vegetarian,20-30 min,Not as described.
6960,Old Town,Chennai,300,3.0,5278,Cold Coffee,Vegetarian,20-30 min,Terrible taste!
6961,Tech Park,Chennai,200,5.0,9020,Momos,Vegetarian,50-60 min,My new favorite dish!
6962,Downtown,Pune,900,4.0,9450,Dal Makhani,Gluten-Free,40-50 min,Not worth the price.
6963,City Center,Hyderabad,1000,5.0,5899,Choco Lava Cake,Vegetarian,30-40 min,Nothing special but edible.
6964,Tech Park,Ahmedabad,400,5.0,6064,Pav Bhaji,Fast Food,20-30 min,Superb packaging and presentation.
6965,Suburb,Hyderabad,600,4.0,2751,Dosa,Gluten-Free,40-50 min,My new favorite dish!
6966,Residential Area,Ahmedabad,200,4.0,7194,Idli Sambar,Vegetarian,20-30 min,Highly recommended!
6967,Suburb,Pune,400,3.5,9567,Veg Biryani,Gluten-Free,50-60 min,Neither great nor bad.
6968,Business District,Mumbai,700,4.7,4828,Croissant,Fast Food,40-50 min,Standard quality.
6969,City Center,Ahmedabad,900,5.0,9257,Lassi,Gluten-Free,20-30 min,Tasty and worth the price.
6970,Old Town,Kolkata,1000,3.0,3049,Cold Coffee,Non-Vegetarian,20-30 min,Best meal I've had in a while!
6971,Business District,Pune,800,4.0,767,Veg Biryani,Vegan,40-50 min,Neither great nor bad.
6972,Suburb,Bangalore,200,4.2,5696,Lassi,Gluten-Free,30-40 min,My new favorite dish!
6973,City Center,Hyderabad,500,4.0,9032,BBQ Ribs,Non-Vegetarian,40-50 min,Not as described.
6974,Suburb,Hyderabad,100,3.0,7469,Chow Mein,Vegetarian,20-30 min,Tasty and worth the price.
6975,Business District,Kolkata,900,4.5,7501,Chicken Biryani,Gluten-Free,30-40 min,My new favorite dish!
6976,Tech Park,Chennai,100,4.0,3512,Veg Biryani,Gluten-Free,30-40 min,Superb packaging and presentation.
6977,Residential Area,Chennai,600,3.0,8466,Idli Sambar,Fast Food,50-60 min,Late delivery ruined it.
6978,City Center,Chennai,500,3.0,9425,Veg Biryani,Healthy,20-30 min,Tasty and worth the price.
6979,Residential Area,Kolkata,500,5.0,2845,Chicken Biryani,Fast Food,20-30 min,A decent meal.
6980,Old Town,Delhi,300,4.2,6862,Avocado Toast,Gluten-Free,30-40 min,Not worth the price.
6981,City Center,Ahmedabad,400,4.0,5570,Shawarma,Vegetarian,30-40 min,Absolutely loved it!
6982,Suburb,Mumbai,300,4.5,1468,Salmon Teriyaki,Vegan,30-40 min,Amazing taste and quick delivery.
6983,Business District,Chennai,100,4.0,4240,Pancakes,Fast Food,40-50 min,Absolutely loved it!
6984,Old Town,Ahmedabad,800,4.0,3741,Shawarma,Gluten-Free,30-40 min,Perfectly cooked and well-seasoned.
6985,Suburb,Delhi,600,5.0,4236,Sushi,Fast Food,30-40 min,Best meal I've had in a while!
6986,City Center,Mumbai,500,4.7,5301,Grilled Cheese,Vegan,20-30 min,Mediocre experience.
6987,Business District,Hyderabad,200,4.7,8314,Dosa,Fast Food,40-50 min,Wouldn't order again.
6988,Suburb,Bangalore,400,4.0,5255,Paneer Butter Masala,Fast Food,20-30 min,Too spicy and oily.
6989,Old Town,Mumbai,400,3.0,7341,Lassi,Fast Food,30-40 min,Not as described.
6990,Old Town,Kolkata,1000,4.0,2576,Pasta Alfredo,Vegan,30-40 min,Disappointed.
6991,City Center,Delhi,500,3.5,7987,Lassi,Non-Vegetarian,30-40 min,Absolutely loved it!
6992,Old Town,Delhi,100,3.5,8144,Cheeseburger,Gluten-Free,20-30 min,Superb packaging and presentation.
6993,Business District,Chennai,600,5.0,583,Grilled Cheese,Non-Vegetarian,30-40 min,Neither great nor bad.
6994,Tech Park,Delhi,500,4.5,6241,Tacos,Gluten-Free,50-60 min,Delicious and fresh.
6995,Tech Park,Bangalore,700,4.0,8365,BBQ Ribs,Vegan,50-60 min,Neither great nor bad.
6996,Suburb,Ahmedabad,500,4.2,5411,Cheeseburger,Fast Food,50-60 min,Too spicy and oily.
6997,Old Town,Delhi,800,4.7,73,Salmon Teriyaki,Vegetarian,30-40 min,Perfectly cooked and well-seasoned.
6998,Old Town,Pune,700,4.7,5748,Chow Mein,Fast Food,20-30 min,It was okay.
6999,Business District,Pune,700,4.5,4347,Pancakes,Vegetarian,20-30 min,Terrible taste!
7000,Suburb,Delhi,800,4.2,5388,Fruit Bowl,Vegan,40-50 min,Disappointed.
7001,Business District,Pune,900,3.5,7750,Smoothie Bowl,Non-Vegetarian,50-60 min,Tasty and worth the price.
7002,Old Town,Mumbai,600,4.5,1068,Salmon Teriyaki,Vegetarian,40-50 min,Perfectly cooked and well-seasoned.
7003,Business District,Ahmedabad,800,4.5,2303,Fruit Bowl,Vegan,30-40 min,Disappointed.
7004,Residential Area,Kolkata,100,4.2,6645,Dosa,Vegetarian,40-50 min,Delicious and fresh.
7005,Tech Park,Ahmedabad,300,4.5,8420,Greek Salad,Vegetarian,20-30 min,It was okay.
7006,Business District,Mumbai,300,4.0,6901,Grilled Cheese,Vegan,40-50 min,Highly recommended!
7007,Downtown,Chennai,700,4.0,2348,Lassi,Gluten-Free,50-60 min,Best meal I've had in a while!
7008,Suburb,Mumbai,600,3.5,8972,Waffles,Fast Food,40-50 min,Amazing taste and quick delivery.
7009,Residential Area,Mumbai,900,3.5,1867,Bubble Tea,Healthy,40-50 min,Disappointed.
7010,Old Town,Mumbai,400,5.0,8760,Burrito,Vegetarian,50-60 min,Amazing taste and quick delivery.
7011,Residential Area,Kolkata,800,4.2,5122,Cheeseburger,Non-Vegetarian,30-40 min,My new favorite dish!
7012,Residential Area,Chennai,200,4.5,2422,Fish and Chips,Non-Vegetarian,20-30 min,Nothing special but edible.
7013,Old Town,Pune,700,4.0,7519,Butter Chicken,Fast Food,20-30 min,Nothing special but edible.
7014,Suburb,Hyderabad,200,4.5,2646,Burrito,Vegan,20-30 min,Average taste.
7015,Suburb,Ahmedabad,400,3.0,2145,Falafel Wrap,Gluten-Free,50-60 min,My new favorite dish!
7016,Residential Area,Mumbai,600,3.0,1910,Shawarma,Fast Food,20-30 min,A decent meal.
7017,Tech Park,Hyderabad,1000,3.0,4013,Fruit Bowl,Non-Vegetarian,40-50 min,Not worth the price.
7018,Tech Park,Kolkata,900,4.7,4999,Smoothie Bowl,Vegetarian,30-40 min,Tasty and worth the price.
7019,Old Town,Ahmedabad,200,3.5,8666,Pav Bhaji,Gluten-Free,20-30 min,Absolutely loved it!
7020,Old Town,Mumbai,900,3.0,3050,BBQ Ribs,Vegan,50-60 min,Nothing special but edible.
7021,Tech Park,Kolkata,800,4.2,2864,Spring Rolls,Gluten-Free,50-60 min,Absolutely loved it!
7022,Old Town,Delhi,900,3.0,7980,Veg Biryani,Non-Vegetarian,20-30 min,Highly recommended!
7023,Downtown,Delhi,100,4.7,9342,Margherita Pizza,Vegan,50-60 min,A decent meal.
7024,Residential Area,Mumbai,100,4.2,7674,Poke Bowl,Fast Food,50-60 min,A decent meal.
7025,Business District,Kolkata,100,4.5,2612,Dosa,Healthy,20-30 min,My new favorite dish!
7026,Business District,Mumbai,200,4.2,6354,Pepperoni Pizza,Healthy,50-60 min,A decent meal.
7027,Downtown,Delhi,900,4.2,3757,Waffles,Vegan,50-60 min,Perfectly cooked and well-seasoned.
7028,Downtown,Delhi,1000,3.0,496,Bagel,Vegetarian,30-40 min,Worst experience ever.
7029,Tech Park,Kolkata,500,5.0,7162,Choco Lava Cake,Vegan,30-40 min,Late delivery ruined it.
7030,Residential Area,Chennai,700,4.0,7525,Steak,Gluten-Free,30-40 min,Delicious and fresh.
7031,Business District,Pune,600,3.5,5068,Salmon Teriyaki,Non-Vegetarian,50-60 min,Mediocre experience.
7032,Business District,Bangalore,900,4.5,6897,Pav Bhaji,Vegan,30-40 min,Tasty and worth the price.
7033,Residential Area,Chennai,1000,4.7,8984,Pani Puri,Gluten-Free,50-60 min,Mediocre experience.
7034,Business District,Bangalore,800,4.7,6924,Choco Lava Cake,Fast Food,20-30 min,Tasty and worth the price.
7035,Residential Area,Hyderabad,600,3.5,6456,Ramen,Fast Food,20-30 min,My new favorite dish!
7036,Residential Area,Chennai,400,4.2,5688,Chicken Biryani,Fast Food,50-60 min,Terrible taste!
7037,Suburb,Chennai,200,4.2,4945,Smoothie Bowl,Non-Vegetarian,50-60 min,Tasty and worth the price.
7038,Old Town,Bangalore,200,4.2,3457,Dosa,Fast Food,40-50 min,Amazing taste and quick delivery.
7039,Downtown,Chennai,100,4.0,1239,Chicken Wings,Fast Food,40-50 min,Superb packaging and presentation.
7040,City Center,Ahmedabad,800,3.5,6518,Veg Biryani,Vegan,30-40 min,Absolutely loved it!
7041,Residential Area,Bangalore,900,5.0,3885,Momos,Vegan,50-60 min,Not worth the price.
7042,Suburb,Bangalore,300,3.5,5478,Waffles,Non-Vegetarian,30-40 min,Amazing taste and quick delivery.
7043,Downtown,Kolkata,600,3.0,3542,Poke Bowl,Vegetarian,40-50 min,It was okay.
7044,Old Town,Chennai,900,4.7,3328,Butter Chicken,Non-Vegetarian,40-50 min,Nothing special but edible.
7045,Suburb,Chennai,800,4.0,5896,Pav Bhaji,Gluten-Free,20-30 min,Best meal I've had in a while!
7046,Business District,Chennai,200,4.7,8234,Dosa,Healthy,50-60 min,Perfectly cooked and well-seasoned.
7047,Residential Area,Hyderabad,200,4.7,9418,Samosa,Fast Food,40-50 min,Late delivery ruined it.
7048,City Center,Kolkata,300,5.0,4780,Chicken Caesar Salad,Fast Food,50-60 min,Would order again if needed.
7049,Tech Park,Kolkata,600,4.0,3558,Pasta Alfredo,Healthy,30-40 min,Delicious and fresh.
7050,Downtown,Kolkata,1000,5.0,2906,Tandoori Chicken,Vegan,30-40 min,Absolutely loved it!
7051,City Center,Delhi,800,4.5,751,Gulab Jamun,Non-Vegetarian,40-50 min,Terrible taste!
7052,City Center,Mumbai,600,5.0,5123,Momos,Gluten-Free,40-50 min,Average taste.
7053,Downtown,Pune,700,5.0,4818,Pav Bhaji,Vegetarian,40-50 min,Delicious and fresh.
7054,City Center,Hyderabad,300,4.0,8088,Chicken Caesar Salad,Vegan,20-30 min,Perfectly cooked and well-seasoned.
7055,Residential Area,Chennai,100,5.0,2025,Momos,Gluten-Free,20-30 min,A decent meal.
7056,Business District,Bangalore,900,4.5,5681,Pasta Alfredo,Non-Vegetarian,40-50 min,Standard quality.
7057,Tech Park,Chennai,400,4.5,2122,Veg Biryani,Vegan,40-50 min,Neither great nor bad.
7058,Downtown,Kolkata,300,3.5,6375,Chicken Biryani,Non-Vegetarian,40-50 min,A decent meal.
7059,City Center,Hyderabad,300,4.2,6042,Pani Puri,Non-Vegetarian,20-30 min,Nothing special but edible.
7060,Old Town,Bangalore,800,3.5,6080,Brownie,Fast Food,30-40 min,Mediocre experience.
7061,Residential Area,Mumbai,300,5.0,2104,Ramen,Vegetarian,30-40 min,Nothing special but edible.
7062,Old Town,Hyderabad,1000,4.0,4729,BBQ Ribs,Fast Food,30-40 min,Nothing special but edible.
7063,Tech Park,Delhi,900,5.0,1390,Waffles,Vegan,30-40 min,Not worth the price.
7064,Suburb,Delhi,100,4.0,2918,Butter Chicken,Non-Vegetarian,30-40 min,Highly recommended!
7065,Old Town,Delhi,100,4.7,408,Ice Cream Sundae,Vegetarian,30-40 min,Wouldn't order again.
7066,Old Town,Bangalore,800,4.7,5190,Veg Biryani,Gluten-Free,40-50 min,Amazing taste and quick delivery.
7067,City Center,Mumbai,500,4.0,7499,Shawarma,Non-Vegetarian,40-50 min,Highly recommended!
7068,Downtown,Hyderabad,500,4.5,5695,Ramen,Vegan,30-40 min,Perfectly cooked and well-seasoned.
7069,Business District,Hyderabad,1000,3.5,3022,Sushi,Non-Vegetarian,30-40 min,Wouldn't order again.
7070,Business District,Ahmedabad,900,4.2,3370,Samosa,Non-Vegetarian,50-60 min,A decent meal.
7071,Tech Park,Delhi,200,5.0,3437,Dosa,Vegetarian,20-30 min,Mediocre experience.
7072,Downtown,Kolkata,800,4.7,9590,Pho,Healthy,40-50 min,Worst experience ever.
7073,Suburb,Bangalore,200,5.0,6767,Cheeseburger,Fast Food,50-60 min,Disappointed.
7074,City Center,Hyderabad,500,3.0,1168,Pasta Alfredo,Non-Vegetarian,40-50 min,Superb packaging and presentation.
7075,Downtown,Kolkata,400,4.5,7754,Falafel Wrap,Gluten-Free,20-30 min,Standard quality.
7076,Old Town,Delhi,100,4.0,1478,Idli Sambar,Gluten-Free,40-50 min,It was okay.
7077,Suburb,Chennai,1000,5.0,2669,Brownie,Vegan,40-50 min,Perfectly cooked and well-seasoned.
7078,Tech Park,Mumbai,600,5.0,9534,Bubble Tea,Healthy,20-30 min,Best meal I've had in a while!
7079,Suburb,Hyderabad,900,5.0,3310,Pasta Alfredo,Gluten-Free,20-30 min,Highly recommended!
7080,Tech Park,Kolkata,100,3.0,6215,Sushi,Fast Food,20-30 min,"Good, but nothing extraordinary."
7081,Business District,Pune,900,3.0,7137,Butter Chicken,Vegan,50-60 min,Tasty and worth the price.
7082,Suburb,Chennai,500,5.0,8389,Chicken Caesar Salad,Gluten-Free,40-50 min,Amazing taste and quick delivery.
7083,Business District,Bangalore,200,3.5,5723,Bagel,Vegan,50-60 min,Standard quality.
7084,Business District,Mumbai,200,3.5,9572,Tacos,Non-Vegetarian,40-50 min,It was okay.
7085,Residential Area,Ahmedabad,100,4.7,7390,Veg Biryani,Fast Food,50-60 min,Late delivery ruined it.
7086,Suburb,Kolkata,300,4.7,6830,Mango Shake,Fast Food,20-30 min,Amazing taste and quick delivery.
7087,Business District,Pune,800,5.0,5117,Choco Lava Cake,Healthy,20-30 min,Nothing special but edible.
7088,Old Town,Pune,900,5.0,8699,Pani Puri,Non-Vegetarian,40-50 min,Tasty and worth the price.
7089,Residential Area,Chennai,500,4.5,8834,Ramen,Gluten-Free,50-60 min,Absolutely loved it!
7090,City Center,Hyderabad,900,4.0,5115,Tacos,Vegan,20-30 min,It was okay.
7091,Business District,Hyderabad,300,4.2,932,Waffles,Vegan,50-60 min,It was okay.
7092,Suburb,Pune,200,4.7,7971,Brownie,Vegan,20-30 min,Tasty and worth the price.
7093,Downtown,Kolkata,400,4.5,5158,Ice Cream Sundae,Fast Food,20-30 min,"Good, but nothing extraordinary."
7094,Tech Park,Pune,100,5.0,3437,Ramen,Vegetarian,40-50 min,Neither great nor bad.
7095,Residential Area,Pune,1000,4.7,4490,Smoothie Bowl,Non-Vegetarian,20-30 min,Tasty and worth the price.
7096,Old Town,Delhi,300,4.0,9110,Grilled Cheese,Vegetarian,30-40 min,Standard quality.
7097,City Center,Mumbai,200,4.5,7444,French Fries,Vegetarian,50-60 min,Standard quality.
7098,Residential Area,Delhi,400,5.0,6449,Pasta Alfredo,Fast Food,50-60 min,Tasty and worth the price.
7099,City Center,Hyderabad,100,3.5,8544,Dal Makhani,Non-Vegetarian,30-40 min,Late delivery ruined it.
7100,City Center,Kolkata,100,4.0,4567,Paneer Butter Masala,Vegetarian,50-60 min,Nothing special but edible.
7101,Business District,Kolkata,800,3.5,4563,Pav Bhaji,Vegan,20-30 min,Cold and stale food.
7102,Tech Park,Hyderabad,400,4.2,4667,Cheeseburger,Non-Vegetarian,40-50 min,It was okay.
7103,City Center,Ahmedabad,700,3.5,3262,Greek Salad,Vegetarian,30-40 min,A decent meal.
7104,Business District,Delhi,200,3.5,1928,Lassi,Fast Food,30-40 min,Nothing special but edible.
7105,City Center,Ahmedabad,200,3.0,7290,Smoothie Bowl,Vegetarian,30-40 min,Superb packaging and presentation.
7106,Business District,Chennai,700,5.0,7874,Poke Bowl,Fast Food,40-50 min,Delicious and fresh.
7107,Old Town,Pune,200,5.0,5407,Grilled Cheese,Vegetarian,20-30 min,Highly recommended!
7108,City Center,Bangalore,400,4.7,3327,Salmon Teriyaki,Fast Food,30-40 min,Mediocre experience.
7109,City Center,Bangalore,500,4.2,72,Tandoori Chicken,Vegan,50-60 min,Neither great nor bad.
7110,Suburb,Delhi,800,3.5,1459,Samosa,Fast Food,20-30 min,Delicious and fresh.
7111,Old Town,Hyderabad,600,4.5,3383,Chicken Wings,Fast Food,20-30 min,Mediocre experience.
7112,Business District,Kolkata,800,4.0,6542,Croissant,Fast Food,40-50 min,Tasty and worth the price.
7113,Tech Park,Pune,600,3.0,168,Croissant,Vegan,30-40 min,Superb packaging and presentation.
7114,Downtown,Hyderabad,400,3.5,7749,Pepperoni Pizza,Vegetarian,20-30 min,Not as described.
7115,Business District,Delhi,500,3.0,8257,Pancakes,Healthy,50-60 min,My new favorite dish!
7116,Tech Park,Chennai,900,4.5,8947,Dal Makhani,Non-Vegetarian,50-60 min,Amazing taste and quick delivery.
7117,Old Town,Chennai,900,3.5,255,Croissant,Healthy,30-40 min,Amazing taste and quick delivery.
7118,Old Town,Mumbai,400,3.0,5191,Cold Coffee,Vegetarian,20-30 min,Best meal I've had in a while!
7119,Business District,Hyderabad,700,4.0,3789,Chicken Caesar Salad,Fast Food,50-60 min,It was okay.
7120,Old Town,Kolkata,700,4.5,2373,Poke Bowl,Healthy,20-30 min,Worst experience ever.
7121,Residential Area,Chennai,100,4.2,5090,Lassi,Non-Vegetarian,20-30 min,Too spicy and oily.
7122,Business District,Pune,800,4.0,5447,Pasta Alfredo,Non-Vegetarian,30-40 min,Neither great nor bad.
7123,Business District,Ahmedabad,400,4.7,3032,Pho,Fast Food,50-60 min,Delicious and fresh.
7124,City Center,Ahmedabad,1000,3.0,151,Pho,Vegan,20-30 min,Delicious and fresh.
7125,Business District,Bangalore,500,3.0,5135,Bubble Tea,Gluten-Free,50-60 min,Average taste.
7126,City Center,Bangalore,100,4.2,986,Lassi,Fast Food,50-60 min,Not worth the price.
7127,Tech Park,Ahmedabad,1000,4.7,2236,Butter Chicken,Fast Food,40-50 min,Amazing taste and quick delivery.
7128,Old Town,Chennai,400,4.2,3598,Pancakes,Healthy,20-30 min,Standard quality.
7129,Downtown,Chennai,900,4.2,4419,Burrito,Gluten-Free,20-30 min,Not worth the price.
7130,Business District,Hyderabad,500,4.2,9235,Avocado Toast,Vegan,50-60 min,My new favorite dish!
7131,Business District,Hyderabad,800,5.0,6246,Bubble Tea,Vegan,20-30 min,Highly recommended!
7132,Business District,Delhi,600,4.2,5933,Ice Cream Sundae,Fast Food,40-50 min,Neither great nor bad.
7133,Tech Park,Hyderabad,500,4.7,6211,Waffles,Vegan,20-30 min,Best meal I've had in a while!
7134,Business District,Delhi,500,4.0,1649,Greek Salad,Vegan,50-60 min,Would order again if needed.
7135,Tech Park,Hyderabad,700,4.2,2146,Cold Coffee,Gluten-Free,40-50 min,Nothing special but edible.
7136,Business District,Delhi,600,4.7,4798,Burrito,Non-Vegetarian,20-30 min,Neither great nor bad.
7137,Business District,Chennai,900,4.5,2352,Chicken Biryani,Non-Vegetarian,50-60 min,Late delivery ruined it.
7138,Residential Area,Hyderabad,500,4.0,2065,Tandoori Chicken,Gluten-Free,30-40 min,Highly recommended!
7139,Downtown,Chennai,700,4.2,6875,Bubble Tea,Vegetarian,20-30 min,Nothing special but edible.
7140,Tech Park,Kolkata,200,3.0,5070,Shawarma,Fast Food,40-50 min,Amazing taste and quick delivery.
7141,Tech Park,Hyderabad,700,4.5,5918,Croissant,Fast Food,40-50 min,Superb packaging and presentation.
7142,City Center,Delhi,400,5.0,428,Spring Rolls,Vegetarian,20-30 min,Absolutely loved it!
7143,Tech Park,Hyderabad,800,4.2,261,Idli Sambar,Non-Vegetarian,50-60 min,Best meal I've had in a while!
7144,Suburb,Mumbai,800,3.5,1628,Lassi,Gluten-Free,40-50 min,A decent meal.
7145,Suburb,Kolkata,100,3.5,6988,Momos,Fast Food,20-30 min,Delicious and fresh.
7146,Residential Area,Ahmedabad,300,4.5,702,Pepperoni Pizza,Healthy,20-30 min,Neither great nor bad.
7147,City Center,Ahmedabad,600,4.0,4173,Falafel Wrap,Non-Vegetarian,20-30 min,Too spicy and oily.
7148,Old Town,Pune,100,4.2,6995,Choco Lava Cake,Gluten-Free,30-40 min,Highly recommended!
7149,Business District,Kolkata,900,4.0,4725,Veg Biryani,Healthy,40-50 min,Absolutely loved it!
7150,Old Town,Pune,900,3.0,2228,Cheeseburger,Healthy,40-50 min,Tasty and worth the price.
7151,Residential Area,Chennai,200,3.0,5355,Spring Rolls,Healthy,30-40 min,Not as described.
7152,Suburb,Pune,800,5.0,5374,Ramen,Non-Vegetarian,30-40 min,Terrible taste!
7153,Old Town,Kolkata,900,4.7,7486,Pani Puri,Fast Food,20-30 min,Would order again if needed.
7154,Old Town,Mumbai,600,4.7,9694,Momos,Vegetarian,20-30 min,Standard quality.
7155,Residential Area,Bangalore,600,4.2,3079,Cheeseburger,Non-Vegetarian,30-40 min,Average taste.
7156,City Center,Bangalore,400,4.2,4305,Momos,Healthy,30-40 min,Amazing taste and quick delivery.
7157,Downtown,Kolkata,600,5.0,2301,Idli Sambar,Vegetarian,20-30 min,A decent meal.
7158,Old Town,Bangalore,800,4.0,4678,Dosa,Fast Food,30-40 min,Best meal I've had in a while!
7159,Residential Area,Chennai,600,3.5,733,Sushi,Vegan,40-50 min,Wouldn't order again.
7160,Suburb,Mumbai,200,4.5,5723,Grilled Cheese,Healthy,20-30 min,Standard quality.
7161,Suburb,Hyderabad,200,3.5,2900,Fish and Chips,Fast Food,20-30 min,Tasty and worth the price.
7162,Suburb,Pune,600,3.5,7394,Ramen,Fast Food,50-60 min,Absolutely loved it!
7163,Old Town,Chennai,1000,3.0,7580,Tandoori Chicken,Fast Food,40-50 min,Average taste.
7164,Downtown,Chennai,200,4.5,648,Sushi,Vegetarian,20-30 min,Superb packaging and presentation.
7165,Suburb,Ahmedabad,500,4.7,584,Pepperoni Pizza,Gluten-Free,30-40 min,Standard quality.
7166,City Center,Delhi,700,4.5,6057,French Fries,Fast Food,40-50 min,Best meal I've had in a while!
